sensor_id,project_id,infrastructure_id,volt,air_height,temperature,tilt_angle,level,rsrp,work_mode,alarm_fall,alarm_fire,alarm_full,alarm_battery,fall_enabled,frame_counter,threshold_fall,threshold_full,threshold_battery,interval_detection_minutes,interval_detection_hour,time,is_anomaly,latitude,longitude,message_type
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,611.5,22,0,102.85,-786,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,90,0,0,0,0,0,45746.91806,NULL,9.8901,56.4567,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,614.5,28,0,102.55,-770,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,89,0,0,0,0,0,45746.66667,NULL,29.6789,23.2345,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,647.5,35,0,99.25,-808,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,88,0,0,0,0,0,45746.41667,NULL,14.1234,40.1234,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,606.5,20,0,103.35,-792,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,87,0,0,0,0,0,45746.16597,NULL,8.5678,18.789,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.64,606.5,21,0,103.35,-787,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,86,0,0,0,0,0,45745.91528,NULL,34.5678,26.5678,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,606.5,27,0,103.35,-787,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,85,0,0,0,0,0,45745.66389,NULL,20.3456,37.0123,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,622.5,31,0,101.75,-768,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,84,0,0,0,0,0,45745.41319,NULL,13.0123,49.8901,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,603,19,0,103.7,-785,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,83,0,0,0,0,0,45745.1625,NULL,3.789,53.789,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,602.5,21,0,103.75,-799,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,82,0,0,0,0,0,45744.91181,NULL,31.6789,31.4567,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,603,27,0,103.7,-796,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,81,0,0,0,0,0,45744.66111,NULL,18.4567,35.2345,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,606.5,33,0,103.35,-827,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,80,0,0,0,0,0,45744.41042,NULL,7.2345,21.0123,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,597.5,17,0,104.25,-816,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,79,0,0,0,0,0,45744.16042,NULL,32.3456,42.9012,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,598.5,25,1,104.15,-836,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,77,0,0,0,0,0,45743.65833,NULL,24.0123,39.3456,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,598,31,0,104.2,-878,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,76,0,0,0,0,0,45743.40764,NULL,12.1234,55.1234,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.64,594.5,16,0,104.55,-847,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,75,0,0,0,0,0,45743.15694,NULL,6.789,15.3456,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.64,593.5,19,0,104.65,-867,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,74,0,0,0,0,0,45742.90625,NULL,30.0123,46.2345,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,593.5,23,0,104.65,-819,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,73,0,0,0,0,0,45742.65486,NULL,16.789,30.789,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,595.5,28,0,104.45,-804,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,72,0,0,0,0,0,45742.40347,NULL,9.4567,23.4567,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.64,590,15,0,105,-870,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,71,0,0,0,0,0,45742.15347,NULL,33.4567,48.7654,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.63,588.5,17,0,105.15,-829,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,70,0,0,0,0,0,45741.90278,NULL,21.0123,34.0123,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,588.5,22,0,105.15,-813,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,69,0,0,0,0,0,45741.65069,NULL,14.789,52.4567,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,587.5,26,0,105.25,-797,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,68,0,0,0,0,0,45741.4,NULL,5.2345,58.1234,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.64,583.5,14,0,105.65,-840,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,67,0,0,0,0,0,45741.14931,NULL,31.3456,26.9012,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.63,583.5,16,0,105.65,-820,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,66,0,0,0,0,0,45740.89861,NULL,19.0123,41.2345,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,584,21,0,105.6,-791,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,65,0,0,0,0,0,45740.64722,NULL,8.3456,19.8901,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,581.5,25,0,105.85,-773,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,64,0,0,0,0,0,45740.39653,NULL,32.789,44.6789,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.63,9999,16,0,106.35,-785,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,63,0,0,0,0,0,45740.21944,NULL,25.1234,37.6543,EVENT_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.64,9999,15,98,106.35,-684,NORMAL,TRUE,FALSE,TRUE,FALSE,FALSE,62,0,0,0,0,0,45740.21806,NULL,10.1234,53.8901,EVENT_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.64,576.5,14,0,106.35,-838,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,61,0,0,0,0,0,45740.14583,NULL,4.8901,17.0123,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.63,574.5,17,0,106.55,-822,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,60,0,0,0,0,0,45739.89514,NULL,30.6789,43.3456,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,574.5,20,0,106.55,-786,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,59,0,0,0,0,0,45739.64444,NULL,17.4567,31.5678,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,539.5,22,0,110.05,-861,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,58,0,0,0,0,0,45739.39375,NULL,9.6789,22.3456,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,482.5,15,0,115.75,-773,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,57,0,0,0,0,0,45739.14306,NULL,34.8901,49.5678,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,379.5,15,0,126.05,-698,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,56,0,0,0,0,0,45738.89306,NULL,23.6789,35.4567,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,99,19,0,30.7,-827,NORMAL,FALSE,FALSE,TRUE,FALSE,FALSE,55,0,0,0,0,0,45738.76736,NULL,11.6789,50.2345,EVENT_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,1333,21,0,30.7,-765,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,54,0,0,0,0,0,45738.64236,NULL,3.1234,56.4567,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,1347.5,28,0,29.25,-869,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,53,0,0,0,0,0,45738.39167,NULL,32.0123,28.2345,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,1336.5,19,0,30.35,-868,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,52,0,0,0,0,0,45738.14028,NULL,18.1234,42.1234,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,1337.5,21,0,30.25,-812,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,51,0,0,0,0,0,45737.88889,NULL,7.8901,20.5678,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,1339.5,23,0,30.05,-811,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,50,0,0,0,0,0,45737.63681,NULL,33.1234,45.3456,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,1337.5,22,0,30.25,-781,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,49,0,0,0,0,0,45737.38611,NULL,20.6789,38.789,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,1331.5,18,0,30.85,-803,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,48,0,0,0,0,0,45737.13542,NULL,13.4567,54.2345,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,1460,24,0,18,-826,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,47,0,0,0,0,0,45736.88403,NULL,5.8901,16.1234,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.67,1466,28,0,17.4,-829,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,46,0,0,0,0,0,45736.63264,NULL,30.9012,47.6543,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,1461.5,26,0,17.85,-848,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,45,0,0,0,0,0,45736.38194,NULL,15.0123,33.0123,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,1458.5,22,0,18.15,-849,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,44,0,0,0,0,0,45736.13056,NULL,9.2345,24.6789,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,1457,25,0,18.3,-1000,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,43,0,0,0,0,0,45735.87986,NULL,34.4567,48.0123,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.67,1470.5,32,0,16.95,-967,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,42,0,0,0,0,0,45735.62847,NULL,22.3456,39.0123,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,1476,34,0,16.4,-928,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,41,0,0,0,0,0,45735.37708,NULL,12.789,51.6789,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,1451.5,21,0,18.85,-968,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,40,0,0,0,0,0,45735.12639,NULL,2.3456,57.789,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,1458.5,23,0,18.15,-969,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,39,0,0,0,0,0,45734.875,NULL,31.3456,30.4567,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.67,1466,30,0,17.4,-927,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,38,0,0,0,0,0,45734.62292,NULL,19.8901,40.4567,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,1467,31,0,17.3,-1024,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,37,0,0,0,0,0,45734.37153,NULL,8.1234,21.4567,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,1452.5,20,0,18.75,-1011,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,36,0,0,0,0,0,45734.12014,NULL,32.5678,43.789,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,1455.5,22,0,18.45,-994,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,35,0,0,0,0,0,45733.86875,NULL,24.789,36.0123,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,1460,28,0,18,-974,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,34,0,0,0,0,0,45733.61597,NULL,10.8901,52.9012,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,1463,30,0,17.7,-971,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,33,0,0,0,0,0,45733.36458,NULL,4.1234,15.789,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,1448.5,18,0,19.15,-986,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,32,0,0,0,0,0,45733.11319,NULL,30.0123,45.0123,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.64,1448.5,20,0,19.15,-928,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,31,0,0,0,0,0,45732.86042,NULL,16.0123,32.1234,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,1456,25,0,18.4,-897,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,30,0,0,0,0,0,45732.60694,NULL,9.9012,23.0123,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,1451,23,0,18.9,-1010,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,29,0,0,0,0,0,45732.35486,NULL,33.9012,49.1234,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,1447,20,0,19.3,-996,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,28,0,0,0,0,0,45732.10347,NULL,21.3456,35.789,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.64,1450,22,0,19,-959,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,27,0,0,0,0,0,45731.85417,NULL,13.8901,50.9012,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,1459.5,29,0,18.05,-919,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,26,0,0,0,0,0,45731.59722,NULL,7.6543,17.3456,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,1458.5,28,0,18.15,-820,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,25,0,0,0,0,0,45731.34514,NULL,31.6789,46.6789,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,1447,19,0,19.3,-759,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,24,0,0,0,0,0,45731.09375,NULL,17.1234,34.3456,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.64,1445.5,22,0,19.45,-773,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,23,0,0,0,0,0,45730.84514,NULL,8.9012,25.8901,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,1460,29,0,18,-803,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,22,0,0,0,0,0,45730.58819,NULL,34.2345,47.3456,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,1459,27,0,18.1,-795,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,21,0,0,0,0,0,45730.33681,NULL,23.0123,38.0123,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,1442.5,19,0,19.75,-771,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,20,0,0,0,0,0,45730.08542,NULL,11.9012,54.6789,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.64,1445.5,21,0,19.45,-772,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,19,0,0,0,0,0,45729.83333,NULL,3.4567,59.0123,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,1455.5,27,0,18.45,-784,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,18,0,0,0,0,0,45729.57986,NULL,32.789,27.1234,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.64,1450.5,26,0,18.95,-796,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,17,0,0,0,0,0,45729.33194,NULL,19.1234,41.5678,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,1442.5,18,0,19.75,-787,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,16,0,0,0,0,0,45729.07639,NULL,7.0123,20.1234,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.64,1439.5,20,0,20.05,-764,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,15,0,0,0,0,0,45728.82431,NULL,33.6789,44.3456,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.66,1445.5,24,0,19.45,-790,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,14,0,0,0,0,0,45728.57153,NULL,20.0123,37.3456,DATA_MESSAGE
8.65E+14,YJF3B2Tl6OogoW,bL9lTJszIhoKvN,3.65,1452.5,25,0,18.75,-754,NORMAL,FALSE,FALSE,FALSE,FALSE,FALSE,13,0,0,0,0,0,45728.32014,NULL,14.4567,53.2345,DATA_MESSAGE
